MovieID,Title,Genre,Rating,BoxOfficeRevenue,Budget,ReleaseYear
153,Movie 153,Drama,9.83656799479478,479764179.6298446,168523598.94701183,2005
154,Movie 154,Romance,8.55040151862427,38353309.90127662,44990124.22914453,2020
155,Movie 155,Sci-Fi,8.743641564805078,203315681.31798363,193758842.96832567,2023
156,Movie 156,Romance,3.2522622446427762,62310472.30858335,143635733.3731659,2000
157,Movie 157,Drama,1.3495126098648087,174473431.75051197,43903850.83097235,2016
158,Movie 158,Drama,3.7293896320590054,93143152.90882711,148568200.8212052,2010
159,Movie 159,Horror,5.833741844769899,326955697.2176747,108318804.52031775,2021
160,Movie 160,Sci-Fi,3.939861176164368,200251508.15503737,142909868.65066668,2017
161,Movie 161,Comedy,8.450821034088298,122403425.39542533,154717002.78135356,2020
162,Movie 162,Comedy,3.443886242377677,140309583.23247707,22021585.01998671,2016
163,Movie 163,Romance,,186569096.65058145,103690271.49007267,2006
164,Movie 164,Horror,5.115386454523557,,186742796.74010214,2016
165,Movie 165,Action,8.578207675107834,232088014.9461272,67525227.47110528,2019
166,Movie 166,Romance,2.749420305953857,25834816.043728728,120807204.02379027,2008
167,Movie 167,Horror,4.702185145510107,147084118.5127834,76999943.89442974,2016
168,Movie 168,Sci-Fi,7.295609896904745,211491293.22737125,93582254.58272444,2019
169,Movie 169,Sci-Fi,2.2451778317602122,305363122.19141626,111977607.99793987,2021
170,Movie 170,Sci-Fi,2.1947088001867283,142769244.83241364,112039786.07835057,2021
171,Movie 171,Sci-Fi,,75260711.35963735,44337440.15439599,2007
172,Movie 172,Sci-Fi,7.431355937619569,47338186.00358994,138491451.8365675,2016
173,Movie 173,Horror,1.369607650910882,470860595.29633784,22134281.692318078,2006
174,Movie 174,Horror,4.589388113003151,214153138.2918548,32070830.821193974,2000
175,Movie 175,Drama,4.901686638226678,294769684.3786049,5528625.385794286,2012
176,Movie 176,Comedy,7.696383786992039,460396510.3994242,27755732.507627856,2022
177,Movie 177,Sci-Fi,,50546725.81730001,97267409.20511898,2018
178,Movie 178,Action,2.6590030689823303,439564128.10363847,123189866.80588853,2023
179,Movie 179,Horror,,280278057.5465943,159886442.74346018,2018
180,Movie 180,Action,4.85483027446097,,25806353.772120032,2016
181,Movie 181,Action,7.1964991068882975,211515007.12683085,170891854.70320866,2012
182,Movie 182,Action,1.5237423595759925,391025119.0302605,150465032.48200002,2015
183,Movie 183,Drama,,245381340.11451378,84661067.1225038,2007
184,Movie 184,Horror,4.98117006757994,492790164.82609713,186922923.08449116,2018
185,Movie 185,Action,3.158086232416629,194602095.26959097,198231247.90919116,2017
186,Movie 186,Sci-Fi,1.8448596107316257,377293366.9882753,44975352.96038126,2000
187,Movie 187,Romance,2.645793973965766,202564829.99964097,78949574.06794108,2013
188,Movie 188,Action,9.411525976057387,416290468.1461921,185657637.59999368,2018
189,Movie 189,Drama,6.744435344590153,288849919.89121634,145711327.39649904,2014
190,Movie 190,Horror,5.6502663168391,41120796.499100655,14378455.5729971,2017
191,Movie 191,Drama,6.914001956501502,28042715.141635776,157395323.9415259,2001
192,Movie 192,Action,4.92105608810102,75587538.21231025,166448472.99961093,2021
193,Movie 193,Horror,7.570353849056366,16699262.76522867,151347875.32923615,2016
194,Movie 194,Romance,1.429445149224839,46925939.572706535,160909740.52930555,2017
195,Movie 195,Action,6.094334894446686,348940054.6127669,165900871.95509547,2005
196,Movie 196,Drama,2.4278180287824194,271829674.7644369,41348972.4236881,2018
197,Movie 197,Comedy,2.0814818302507794,377456267.2402862,50959890.48267496,2003
198,Movie 198,Sci-Fi,4.076917000447614,457451218.606245,128582919.92543456,2000
199,Movie 199,Drama,1.8261915923209768,296723270.83948123,182033895.4401906,2007
200,Movie 200,Horror,1.8474128944170412,365799213.59520555,66658333.54781645,2022
